transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
5970,6548,24325,1949,16133,4500
0,0,11986,16259,6378,1748
6717,0,7185,2598,7078,8397
4698,9048,1500,11631,0,0
0,0,10595,10954,0,2198
12555,0,0,10400,3597,12339
10764,12393,8878,1549,0,6098
7593,13315,9126,9840,500,5379
11900,0,9993,3980,0,6582
0,1990,0,16078,6795,13062
4296,14253,600,7226,18824,13194
15326,0,14182,8444,7366,9493
12858,6496,5646,6198,0,0
0,10455,0,7990,0,5477
14285,0,10293,20955,10795,8784
1990,7587,11158,8970,0,17970
11920,2397,9091,20337,8594,4897
7878,12558,9892,6420,1047,0
17529,2299,0,10492,3489,16364
14482,0,4094,15407,9135,0
1800,14095,5296,0,15817,6577
5395,10130,6270,28229,600,8808
15109,0,0,3600,0,5480
0,5847,10480,9555,0,8192
5980,6500,7898,5686,0,0
5397,18243,2100,11271,8393,4588
16037,12196,12439,0,6897,8779
0,19131,5698,2797,10970,0
13690,18097,8667,3980,8897,20853
7098,6485,9068,14860,0,16440
6796,13500,11997,0,0,3000
10048,6150,3398,4743,4500,11885
8270,22301,14362,14173,2300,12573
0,3547,13553,6199,2598,0
12590,8460,7920,0,799,8394
9291,4899,9157,15053,5595,13364
0,3196,17286,15291,9960,5887
6395,12653,0,12166,5992,11050
18760,7848,0,6387,2095,4430
7960,0,1796,12442,1099,14467
0,0,0,10048,7890,14089
4500,16057,6075,10868,7097,499
3196,597,14786,5779,1598,5897
6144,17511,13692,0,0,0
14951,6799,8043,150,4694,17957
2396,7567,8279,19121,0,6643
16673,0,0,14089,11376,17148
18156,13439,5395,11857,3600,2737
0,4480,15867,21151,5196,7985
0,0,0,0,8127,0
12256,398,0,17626,0,5578
8217,0,0,0,600,11098
12399,0,3949,4397,4687,1197
4197,21105,12656,9095,10965,10894
7194,6398,3397,17650,0,2248
18256,10596,2940,0,2596,0
10666,7741,3996,0,0,13348
450,25493,2397,0,1500,5393
12470,11196,11498,3496,12043,1898
7296,6796,5098,21940,0,1598
12941,0,14191,0,0,9897
4387,7547,10567,11089,11978,13904
0,10736,0,12698,450,7796
2397,2799,17060,16960,450,0
8718,2694,13952,4995,6597,0
3588,0,3846,11960,5480,1197
2450,4500,0,14497,6796,7098
4738,22776,0,7893,4897,9895
4495,5793,0,0,10715,0
0,14197,5186,5970,0,14718
1990,13415,0,18172,15514,9133
0,2140,7239,18422,5576,1197
9737,0,0,14095,0,15445
2799,3596,5793,10517,0,7167
6199,8387,0,0,1896,0
0,14313,15357,17137,0,0
1399,13251,16041,0,0,11794
0,0,6470,0,0,0
0,0,14603,10234,0,8774
16250,0,14715,4693,8045,1647
0,5897,8474,0,16550,11867
15646,25475,7296,10470,4498,998
3048,0,16094,9795,11890,0
0,1598,1499,10477,13856,5995
0,13868,4096,9476,16578,4696
7982,0,11272,14177,23455,2790
0,13953,0,0,10166,0
11285,3894,1699,22714,3000,0
0,7943,10966,16657,19654,3150
2248,21207,15455,7150,4194,12475
18178,6044,15594,0,7599,0
1598,18256,7960,12643,0,5996
6337,8065,0,23593,5749,8389
0,7998,199,0,5279,8076
0,11100,0,4796,14956,4193
3000,2997,10058,21653,17053,25254
2098,0,0,2598,16485,17937
6193,1797,3000,8166,199,13955
0,12112,18658,7960,0,10676
4500,0,0,9389,1099,22151
16069,0,2798,4996,13023,17555
7164,0,0,4430,4592,9341
1197,450,5291,0,19382,19063
0,597,2000,4986,13253,0
6299,4697,3992,17260,9196,6000
20300,0,3000,26965,16496,4789
10759,0,14156,150,11173,11888
3148,10390,20063,3347,1396,4997
10276,0,0,699,0,1896
12766,0,4496,7096,7296,0
11970,19950,11496,6646,6680,7792
7773,15453,0,0,8098,21935
12055,3847,6576,5995,0,799
9345,0,4000,20606,10118,13899
10873,7547,14159,5079,18354,0
8759,14877,7495,500,0,0
3046,150,6600,1990,5799,4088
5146,4599,600,11217,799,4748
2300,600,0,0,0,8435
699,6993,15136,3398,12047,3995
0,0,5893,10075,1398,1199
3697,10439,12263,21156,0,13750
19166,8410,14939,17596,8397,0
3346,12007,28658,18955,5970,0
8070,0,9367,11156,4588,7764
16328,17286,0,0,6998,0
12184,3799,9356,3980,15771,7694
14295,8960,7677,2746,7470,5338
22558,2645,9664,13857,0,5300
9930,0,10274,17707,6194,2396
4430,4500,12793,0,7843,20951
0,8600,0,799,10068,2449
0,7000,1096,3195,16563,7246
11166,18288,7495,9766,0,0
0,3398,0,0,11691,0
5037,0,597,0,8857,14545
0,9785,0,9696,2150,199
8126,16905,0,6048,6294,2346
11742,0,0,18656,0,0
8896,9638,6500,5193,0,9192
13616,0,5245,3447,15460,2397
7348,2388,14362,0,0,9076
11589,10930,0,398,5186,3494
0,6000,0,10294,0,0
2097,5741,9616,0,4897,12280
3440,2998,15683,13427,5498,5696
6580,5897,14084,3196,5743,0
16661,20868,3995,7895,1097,0
9517,0,9920,0,0,20702
8769,0,10666,15360,10654,18244
9773,8698,5995,5992,7696,15153
0,14667,0,0,0,21254
6791,10082,5000,0,6647,3585
21688,18858,3196,18329,0,10676
17185,7243,6385,19992,6042,3598
6990,9867,14368,0,0,0
13848,8966,0,0,9788,2698
17582,1990,9867,0,12169,8275
1299,8719,747,23755,21096,5348
21335,7987,8759,4497,10643,13623
0,0,0,15436,0,23405
2000,5544,9564,6270,16265,398
9045,21782,14070,9541,13955,9708
0,4196,19367,17731,16563,14971
0,20352,597,17588,0,3199
10479,5598,0,12007,10570,10444
12997,4136,0,9916,9060,7642
0,4295,0,16639,799,16829
0,9449,2198,0,0,3000
12659,5793,0,14096,6046,8269
6696,22836,15953,1990,2796,10779
15090,0,0,5544,5597,3996
15352,18798,14285,8869,3348,4296
0,5970,11624,7866,3897,22955
0,19330,0,9297,3397,0
9296,0,0,0,0,15145
0,2799,0,10867,5794,2000
2443,6346,21184,5970,7588,6000
19738,0,10139,11382,0,1598
0,8574,2598,16148,11860,10488
0,8164,2000,300,4500,0
10090,23043,15938,0,15692,8970
6050,14566,12763,6570,1449,2598
8686,11006,3394,1249,7280,6490
3795,3000,1299,5196,6639,5996
1500,6887,0,22352,0,0
17156,15538,0,19253,0,6000
11374,0,10179,12367,9877,15587
7594,0,10743,8196,0,0
3793,17687,13392,0,1598,1997
8043,6377,8631,0,15862,13490
6197,18275,8270,3195,0,2997
19455,15379,6796,6196,7889,13682
0,0,8294,18419,9120,4099
10182,3895,3895,11542,3098,0
1500,0,5578,0,6120,2000
0,3490,1000,7028,6696,0
0,5196,14728,2247,0,0
13063,6796,0,0,3397,15568
0,5799,10093,18318,22289,2397
19553,12610,16703,8096,14243,0
10807,2397,7470,15638,15653,5845
0,17858,2997,6000,1495,25725
0,13098,13842,6075,10716,19851
3196,8000,13593,4098,6000,4897
500,0,7995,10181,13427,3998
2248,0,0,21729,1097,0
1500,0,0,14973,398,0
4390,8795,4598,17147,9908,13941
0,8892,10443,3490,23019,8397
0,0,1598,23750,12666,0
1746,11192,3395,3196,11392,2649
9693,6343,11166,16352,0,18425
6988,8899,14583,7398,0,3294
0,5794,6346,16512,21154,0
2994,0,0,0,6300,14888
2048,9194,6000,8987,11266,8196
24146,1197,1598,9610,1598,9167
5297,2498,8146,8342,11912,0
0,2290,9300,0,796,0
17926,8438,5195,0,9859,16006
0,11359,9244,17369,0,0
4688,0,11187,0,0,1598
22109,0,3897,19605,0,0
0,9610,5542,4480,18893,0
10084,7249,0,0,25552,17894
0,5492,3196,15859,16562,0
0,5970,18042,4950,199,0
12157,13395,0,14653,17485,19293
15066,0,5130,11166,10078,15074
25201,0,11849,0,11153,15460
796,6990,10686,16919,2100,7470
8891,19133,1998,6420,0,22302
5388,15516,8760,0,9891,4746
0,12548,0,0,9097,0
13295,4098,7694,0,18553,7889
11857,998,5480,0,8495,23051
698,12804,0,15353,0,0
16916,17156,15007,4048,0,5196
5097,13548,4897,17755,5348,7193
12460,16266,0,9095,18855,14567
0,0,7090,0,0,14930
13755,10770,2394,450,3936,0
8598,15274,12934,17067,0,3980
8665,750,5279,0,0,0
10158,1300,5196,3796,8790,597
10873,6796,3098,7547,1748,9043
9945,0,19773,10392,0,1899
1000,14194,1246,10037,8997,12174
15797,0,36017,6394,11616,22385
18252,23528,10718,6377,16541,10455
3249,0,8797,8275,14466,7248
4387,0,7445,3096,10295,0
24053,20734,0,16350,0,7898
7676,10449,8958,8294,0,17091
0,2650,18769,0,6933,0
7960,500,15872,9558,4133,9068
7960,12374,0,12570,11805,24323
0,0,10823,3450,0,2598
9642,6198,24422,5898,0,11902
3095,0,5578,6492,18580,0
6197,9695,0,3098,3898,2450
11490,21636,0,0,9329,0
796,1450,8098,14577,9420,9997
5088,6689,6600,398,0,0
2786,15139,4793,0,7697,9259
12354,7100,21776,0,23723,3693
18846,10688,9466,2098,8067,0
0,799,2896,450,3599,0
1150,2748,2100,2599,0,16288
8756,12347,0,3000,2299,6392
9193,4048,0,0,0,0
0,11015,14940,5795,13166,15790
5226,3300,0,0,9476,0
2598,18753,10593,6897,2199,5295
3198,0,6196,199,3799,12190
0,14156,12612,5970,0,8196
7794,9043,0,14193,3894,1000
7795,1047,6595,5279,19191,0
2100,4396,8531,0,29813,13708
0,11562,12194,12656,0,0
5092,3650,6099,8110,8568,11592
7397,11833,0,12026,0,9785
6769,0,7784,1246,11500,4696
9490,12795,6000,4699,2742,450
0,7960,0,12068,8260,20380
6950,21735,9168,0,0,5598
11359,8647,12615,0,3498,14559
25529,0,16152,0,4794,0
4289,3450,0,0,7495,0
9060,16786,6000,20543,949,5446
5480,11583,7376,0,12299,14796
3897,4479,16569,8968,0,1500
6500,0,9893,7500,8397,6000
0,6199,0,23337,150,6097
9496,17691,3500,9992,8945,0
4696,11940,0,9487,0,0
8367,2548,3397,15191,5596,17493
19244,23271,16490,13013,10892,3396
0,4598,6396,0,10491,2100
0,4046,10381,0,5824,2098
13093,6279,27654,0,16141,0
14048,0,17981,8693,0,9114
9470,2748,10696,7585,9063,7394
18246,10816,600,2299,1600,3588
3980,0,12293,7419,9348,4495
3795,8696,9867,0,5296,0
1598,0,12383,14537,9585,11659
2500,8276,8756,3197,6944,1500
17892,6195,12374,0,23527,0
0,10877,0,4699,3646,0
17341,0,3843,10629,3148,0
0,0,13930,0,1996,3894
796,0,0,0,0,499
11757,7929,1299,10558,0,12975
13667,9419,9212,4098,10746,11264
12502,0,16292,1995,17704,1399
8966,0,6992,6527,15082,9308
7347,5290,13192,17151,10196,0
14318,18518,7746,8970,17970,4492
8998,0,5496,0,10190,0
7593,0,14303,11325,13357,16743
3387,0,0,2796,0,1498
3148,6897,8847,4698,4293,13568
10500,0,13892,19837,0,13887
18633,6243,0,8995,2697,6377
12794,9480,0,8098,4197,0
0,3496,11690,8397,12987,9897
10904,9384,3446,0,8410,4796
0,13010,0,14352,8397,16992
7099,0,150,0,0,13918
5088,15213,4280,8386,11734,8676
8759,0,0,2149,0,3845
0,0,4094,6080,7495,0
2697,0,9828,1950,0,150
0,1396,0,7950,0,9944
26492,16746,3897,10666,5097,15314
17645,4198,11991,28932,16528,17656
12619,6150,0,6246,8440,0
398,23621,13791,0,0,0
0,7143,9875,16251,8930,0
3694,11578,15552,0,6444,6086
5995,8792,1500,19621,14558,24312
7589,3297,19962,18343,5295,18736
1799,13347,3980,24812,6244,0
14857,13312,19636,0,597,0
799,13455,19051,0,0,16111
6867,500,6299,4993,4780,14492
21998,12968,0,14575,24576,0
12025,12017,11496,36463,398,7899
8970,0,13787,13292,4299,13272
349,0,7841,16290,0,13777
8067,28251,10198,2000,0,0
6092,3845,8769,0,6395,5079
9846,1600,3199,20643,8342,5995
5150,9276,17070,6377,3000,10577
6896,15017,5897,0,3847,9383
2398,8989,3992,0,22547,0
15213,0,5490,0,0,22138
1299,0,0,7096,6799,0
20353,6794,10058,7337,3696,5547
0,0,0,1148,5696,0
1246,20739,1650,2000,17158,5048
11857,27896,0,1199,0,13095
0,4995,0,0,3397,8429
3346,0,0,0,12067,5196
23231,4699,5492,6669,597,0
5000,5296,0,15120,23023,15730
17226,3289,9892,0,2397,0
15693,0,2597,16972,12062,15454
3796,0,0,19185,3749,4348
8275,18653,6880,9686,16588,0
3236,8593,0,8095,7827,7043
23914,12270,3048,11316,0,13753
7896,0,0,7470,0,0
19550,20543,0,2048,7795,1197
8393,5197,0,15638,15168,7698
6970,3395,6576,12261,0,14863
10347,4194,0,450,300,0
0,5196,6142,12287,0,15329
13314,799,0,5396,0,13980
10690,450,14273,5397,2939,0
1500,8794,796,0,9460,3195
21503,14719,14687,13354,0,0
3990,9766,0,0,16938,4480
13754,0,32209,7669,5699,4140
15932,9325,3196,14763,22455,17822
4096,0,11759,6500,12835,199
16460,12610,0,25136,10960,12585
6091,0,3886,0,16930,14557
0,6120,8683,17107,3795,6397
500,15950,6295,9856,3398,4650
2898,14072,8759,11454,7926,18156
11580,11500,13204,5248,12757,19467
6000,199,7842,796,4588,0
3493,1990,22642,450,5196,6000
1650,6178,0,0,15756,12960
0,9574,15794,0,4780,2000
5970,7328,10176,5387,10588,2195
12009,2799,17191,7998,0,12791
13988,1950,7175,7568,0,1000
17273,1990,0,10406,0,9460
3843,0,5186,0,7470,7197
13593,15553,10063,6600,5596,18293
6441,7067,1500,0,600,11945
398,25254,9784,15234,4197,0
14166,0,0,9290,16215,0
0,0,16786,14352,0,12659
0,799,9769,30523,5695,799
4898,0,6000,4896,1197,0
21704,0,500,0,5694,11656
19652,0,6744,2046,5147,12656
0,1000,23494,10094,6000,0
0,9437,9987,0,21925,0
4497,2000,8679,7398,500,0
7866,11686,6897,2500,9495,5000
0,6098,0,0,24447,5893
20045,799,0,6396,0,0
1947,16987,9654,0,21588,11139
10066,3886,1000,16133,0,7960
8141,16942,11293,0,23621,12394
1699,6500,17122,10191,8630,500
16057,0,2299,0,0,4645
300,8269,6240,6077,17254,14940
0,6916,796,3196,0,25140
3346,0,2450,6885,21226,597
0,13218,7598,7686,12793,18349
0,0,6588,3247,10228,7492
4490,19003,0,12307,0,16756
7769,7470,6470,3196,14374,4248
3598,7482,2940,0,5399,0
1299,19106,16522,13690,6383,0
3299,7693,10346,17286,4595,11596
13192,650,0,3494,999,3996
1500,0,0,7115,20573,796
5397,4590,28802,6492,0,7866
0,0,24465,4546,10827,1197
9985,8817,0,5970,5296,0
0,4644,0,4897,18454,7773
9066,7567,5436,3447,5995,10180
16171,20482,19834,12687,14542,1950
4048,4699,10585,9037,12890,6037
15037,3897,13667,0,15232,4500
0,4696,7586,11877,2789,14262
0,0,8875,0,5593,0
597,3196,4500,11593,0,0
15337,0,14065,9090,1500,0
8388,11796,15328,15440,12840,11939
796,9770,0,11172,6890,15040
16842,9093,8410,13893,2048,150
6199,0,8887,10930,13008,4550
4495,4779,5500,3096,8489,10942
597,12760,3996,1299,7793,1150
1598,0,13274,1598,8394,9316
12694,2199,0,7960,11397,11878
4497,3300,12505,1249,3980,4797
10194,9867,0,2593,0,6590
6000,22274,20271,20621,597,5443
7799,6799,11471,0,12067,26841
0,4347,11045,1299,5796,0
6570,15245,16985,16175,6992,8598
12894,1299,13154,17050,4696,1849
8794,20656,2547,0,10684,1598
6794,10774,9098,14357,4179,9494
0,9068,10557,15460,20928,0
6769,0,5997,0,8043,0
6895,15555,0,7197,600,12542
12882,5500,9896,8784,24661,14538
5950,3597,10708,16375,7894,7269
6295,11970,7895,0,0,9796
11774,16729,7292,16487,0,1000
14994,12780,2597,10791,18593,14464
1249,9159,16662,7677,18955,11596
1448,600,1449,4098,13018,9024
0,23301,10147,0,9980,13863
1000,7789,2299,8793,17569,10273
19850,5196,12656,0,5693,0
5995,0,14434,0,8470,10336
1990,4098,10497,4787,0,3187
8410,8868,7186,15659,2996,4480
0,0,0,0,0,16340
22269,16964,10243,7078,0,0
0,1299,3594,5929,1197,0
21752,8196,5970,7743,4598,13769
17890,11910,14726,16442,16053,0
7398,0,0,4898,15144,3897
12066,15975,9460,11442,8269,1249
6293,23154,0,0,18184,11156
13606,0,14443,4992,0,17194
6178,2443,0,0,10676,9789
6570,17652,14867,18581,13387,9910
0,7638,9024,14965,11942,16896
16958,23514,8773,0,0,6120
7295,7717,16591,5146,2950,15157
9995,7886,6490,6893,14261,1299
0,199,6396,16754,2698,6992
2199,5184,4398,13978,4387,597
4895,2997,6794,1000,2388,0
21756,26214,14146,10145,11465,9446
10078,0,4776,1500,1299,4749
799,398,0,10516,9060,8096
6779,17690,5496,21126,5395,2397
0,8048,1500,10485,0,7794
2748,11245,2897,8178,7597,16783
0,0,16537,18935,16865,9496
22143,0,6919,12656,5196,17312
16440,17250,0,0,3980,0
6686,14532,1347,5000,0,5027
5100,5397,10593,6386,848,4095
9567,21598,4100,5500,6693,5147
3897,7093,2789,0,1747,0
3299,17069,10343,0,10790,0
0,7786,4649,11246,8346,1500
1299,4845,0,600,7626,8964
3596,10158,0,17684,13161,6276
19263,0,8396,8939,2000,0
10317,7796,0,796,12094,6484
9294,7442,12860,5942,7098,11676
0,0,9571,10767,10972,10093
2786,13666,17650,0,11432,13546
0,23485,3698,1000,796,0
4995,6378,0,0,0,3096
0,18890,1300,5496,9793,9779
946,13960,2598,15562,17977,5793
11296,4945,0,6690,14955,9094
16960,16590,10008,9176,0,597
1500,1898,1498,8557,10563,16194
0,796,9176,3596,0,10532
3648,0,8643,0,0,9348
0,11196,10745,0,4895,19677
17236,0,4496,9877,1000,0
24329,13068,799,8590,0,0
19746,0,8686,4878,1846,5686
20062,0,5150,5845,26409,7439
1299,0,3897,1299,1296,8245
15504,5094,16184,6593,7295,0
150,5970,6186,20820,17266,1799
8285,0,8297,8568,0,9394
8377,0,0,5795,0,4698
0,18295,18926,3196,7094,3980
4095,2397,21565,0,7982,9326
11067,9328,0,0,11664,8387
11255,2199,5299,2940,0,6695
12558,10793,0,0,11691,14105
18058,5848,2799,9746,8196,12142
0,0,12635,10096,4387,9941
0,796,18399,11793,9398,14249
8169,0,0,0,16244,7647
16960,17068,597,0,0,8946
5847,11089,18651,21928,15814,3980
11354,14544,0,0,15686,0
0,5878,5596,8878,14367,0
3980,5841,450,0,10406,8199
6895,14218,2789,6797,19656,6270
16791,0,10046,0,28178,10460
0,10299,6769,7043,10843,0
8567,0,9815,19811,14141,0
0,20858,0,3980,4194,0
1996,1990,5196,18499,1399,15025
16357,31382,0,5749,4295,2945
3000,9978,5970,16762,0,0
0,0,1500,0,12996,9682
0,11804,0,199,6578,500
3196,0,12058,11786,14586,14463
2397,20616,0,4696,11646,4786
5150,0,0,3145,0,3193
8877,12743,0,7244,11098,4447
7098,12391,2397,13497,0,6394
13646,21366,6897,17487,0,0
0,0,7960,14985,14164,500
11982,8041,0,0,12790,12914
0,0,8857,14181,10240,9776
1047,3947,14139,6693,3294,4193
1199,0,0,16541,4430,7987
10470,0,13405,9195,0,6794
3098,0,7950,2598,5878,3000
6198,22771,3980,450,0,28288
18073,8878,3398,12696,7243,1048
3747,13883,3897,9368,6842,14970
0,17460,6395,0,0,3693
0,0,0,0,796,14784
4196,11594,0,796,7294,3886
5970,7197,9980,0,15435,4598
15164,1799,0,14590,17028,10057
3897,0,0,0,16455,0
13116,12822,8592,5970,0,7998
0,0,10293,20889,17141,21965
15156,17102,0,8898,9445,4495
6887,0,5244,3545,0,6796
12567,1500,1396,600,3600,15355
3196,11544,10598,0,4738,6696
5697,7686,12423,898,3098,10076
0,5777,8587,9176,2898,13347
0,0,7960,8979,16537,0
13762,7686,3196,0,6000,0
0,0,5299,14961,548,3290
1197,8642,13186,7491,9409,7286
19559,4190,18950,2450,8269,5397
8293,7992,27301,4193,0,3098
14275,21073,14159,4537,3897,349
10645,5196,7093,7300,0,14604
0,16894,8560,1500,6194,28390
12999,9188,11588,0,5196,13994
0,5878,14583,2949,0,3649
9593,8549,14104,10993,5177,4289
19774,5299,3548,6594,4528,2100
7197,9166,16130,3847,4950,799
5677,14073,16419,17986,0,3346
17492,9227,0,6000,11378,0
0,0,7960,9895,0,13127
4696,0,0,14524,6196,8593
12789,5143,5980,0,15086,0
2195,5146,6897,14391,0,17164
0,14755,0,600,14506,13465
9084,12678,17292,6195,9683,1000
2097,0,0,11442,9846,8567
1500,6090,5595,3044,3397,3897
5397,0,6930,7748,0,0
18196,2048,998,3500,0,28762
12726,0,1500,3897,0,3000
21430,5492,20056,9696,16646,13921
0,0,5594,2000,17455,0
14316,4500,0,0,0,0
17431,2749,0,0,1896,21532
6196,19363,6891,6794,9294,0
0,7797,14774,0,4693,0
0,4629,13156,10390,3394,3346
10143,9294,11496,7595,12285,4450
4148,4280,0,19053,10697,7990
6398,5196,0,13092,2797,1099
22799,8445,4500,10827,0,6000
21682,0,6378,13892,11196,5980
13058,16170,7696,13971,2098,0
20525,0,7485,11104,15061,18990
0,4497,15968,8536,7974,1396
0,11588,11196,6836,0,450
11472,6795,19404,4494,0,0
0,7692,3150,0,8794,13073
9196,4950,5970,0,11493,3395
1500,0,9460,5237,11677,0
6380,0,7644,9392,5587,5279
1296,10943,10495,11838,4239,11868
13060,6497,0,7744,4497,0
15560,14972,7098,9375,0,7995
0,7480,7493,1595,0,0
150,0,18146,0,4500,4941
3897,2847,18068,8742,7997,8760
0,4497,0,0,5991,7186
11341,4897,14453,0,0,0
7293,25572,4893,799,19838,12857
23950,5692,0,0,8985,0
5795,4696,11764,11980,5970,14610
5728,12931,0,6098,0,20069
0,8480,0,3394,9791,3394
4498,0,10591,6196,15790,0
0,0,17934,19484,6093,13854
0,17518,0,16348,0,0
6895,0,17806,0,2748,14508
13967,0,15425,13068,9108,16152
3594,0,16678,3000,0,22269
0,11970,25202,17155,0,16079
0,7795,6445,8593,8610,600
27512,8345,300,4299,2198,12897
11462,3000,11181,12606,3196,9095
13794,6646,11698,8676,0,4443
12366,8896,10990,12092,14960,6294
7548,12098,12452,7960,2896,650
0,18440,6470,13789,2300,1299
9168,0,16036,11294,2898,7696
0,0,0,11357,0,12788
14652,7593,3699,7877,0,0
14056,5098,26080,0,8494,0
14805,18553,7095,3198,23033,7794
4500,12477,10867,0,12891,0
9441,0,19248,24799,597,0
1246,5143,3349,1990,7694,10558
1500,2398,0,18764,0,0
9708,2548,799,12897,0,0
0,0,15144,12356,12095,0
2493,6193,10343,0,7450,2098
11876,7095,8260,3299,3000,5199
3697,199,13217,5481,11155,150
6146,0,1950,0,14676,0
16327,10856,0,4179,5926,6337
0,1000,4598,0,13017,398
21350,0,21987,7470,0,14993
25761,0,21077,9241,14110,7696
3297,13942,2748,11848,8983,1697
5500,0,2844,13480,0,9491
5799,3500,10347,15848,7840,5197
20670,7794,7047,0,0,11153
6430,8196,3397,17003,2290,0
0,9594,0,6343,12969,0
12575,9068,10256,0,12619,0
1500,15086,0,4494,0,15788
12594,16263,7099,9950,14455,17102
4299,0,3591,10256,0,17310
0,14569,2095,17781,0,14806
14788,22125,1099,11981,0,500
13339,0,15040,5792,5689,11635
0,2095,0,4793,0,5000
4096,0,6570,12054,7729,10465
1990,15188,1299,0,17775,0
17472,0,0,14156,1449,6295
4993,0,3496,0,20774,16581
398,23740,14854,5089,7693,998
5544,1500,2799,2299,5496,0
14347,4038,9045,5097,1898,5945
8195,0,20995,15503,8334,0
11564,10960,2598,0,349,19352
11094,4546,0,0,949,0
11146,0,4445,0,0,7368
0,7800,5196,11285,3000,0
8929,10759,0,7289,1899,21043
5146,12877,7082,4739,4197,0
6196,14354,13239,9098,10155,21124
21054,14007,0,10759,0,13691
2397,14196,13093,597,6894,1990
1500,10455,4588,0,11656,10782
9175,0,2897,0,6492,0
0,10120,0,14446,5997,0
2000,4098,7960,3996,0,1600
24731,10884,5997,0,4990,0
13676,800,18626,4541,2397,18136
0,0,0,11459,0,26260
18357,13360,19174,23734,5196,6000
1100,15812,0,600,9184,0
12284,0,8364,13196,150,10588
0,0,11089,19470,0,0
2100,14362,6794,5196,4295,10907
19940,15172,23171,4500,0,4995
8990,0,0,0,0,4387
0,7497,9676,0,8568,11783
9344,7094,17326,12776,0,0
0,1600,3000,10750,0,2300
3196,0,0,3996,19657,3289
0,10749,19048,2150,7176,0
0,15377,7646,12689,0,0
5939,13479,2189,14787,13263,2697
0,8475,0,16789,5348,0
3000,0,7996,16406,0,0
5793,1500,5970,8895,4646,799
12183,0,10746,3799,1500,0
1000,9684,0,5196,0,9040
1598,5970,7494,17890,8373,10995
20156,8391,0,2946,1299,3598
12674,10960,8716,12535,4500,0
5795,27002,9892,1298,8027,0
1500,0,14618,0,15475,15843
0,8590,0,6142,0,1949
17656,11156,0,8775,0,0
8300,0,10006,13133,8686,9527
0,13256,4247,17689,0,0
7960,16662,8638,0,6296,13124
2140,1748,17806,3946,300,0
10490,13988,4995,22176,5696,25375
13593,4945,7485,23520,0,9166
2397,5300,7096,10186,0,20790
4445,15060,5588,3193,0,21365
4378,10790,10467,4130,2000,9897
12656,0,0,0,3888,3848
19393,13951,6699,10467,9587,10764
1500,9604,20238,6000,1300,11992
10430,0,3980,0,2498,6696
3897,500,4297,9342,1697,0
8759,20936,3897,5196,1199,7894
2899,10965,500,0,0,6637
1748,3446,7868,0,18563,3000
0,9726,600,0,199,0
1799,0,0,0,10341,0
0,0,8889,0,10289,5495
6693,5878,6294,19299,10792,15294
9313,1697,6098,9980,5179,24435
11857,4995,3897,13455,1099,10955
9365,8898,17766,0,11299,11893
8196,0,12291,398,14737,7687
10094,0,0,10992,0,0
15054,0,9956,3948,23553,2844
8630,0,0,5247,5894,5231
8598,2746,5970,0,0,0
0,8759,23142,4446,9692,9394
1500,14044,450,0,9867,13599
0,8740,7491,2247,1598,6500
8699,0,12092,0,0,0
13662,16194,9188,8759,5480,5685
0,11769,9458,0,9397,0
13844,8598,0,0,0,0
10583,2799,7643,0,950,2547
